Credential,Years After Graduation,Field of Study (2-digit CIP code),Field of Study (4-digit CIP code),Median Income,Cohort Size
Diploma,3,03. Natural resources and conservation,03.01. Natural resources conservation and research,48600.00,200
Diploma,3,03. Natural resources and conservation,03.02. Natural resources management and policy,44500.00,270
Diploma,3,03. Natural resources and conservation,03.05. Forestry,58900.00,70
Diploma,3,03. Natural resources and conservation,03.06. Wildlife and wildlands science and management,41000.00,30
Diploma,3,04. Architecture and related services,"04.06. Landscape architecture (BS, BSc, BSLA, BLA, MSLA, MLA, PhD)",52300.00,80
Diploma,3,04. Architecture and related services,04.09. Architectural sciences and technology,51100.00,600
Diploma,3,"09. Communication, journalism and related programs",09.04. Journalism,37500.00,280
Diploma,3,"09. Communication, journalism and related programs","09.07. Radio, television and digital communication",42900.00,510
Diploma,3,"09. Communication, journalism and related programs","09.09. Public relations, advertising and applied communication",54800.00,170
Diploma,3,10. Communications technologies/technicians and support services,10.01. Communications technology/technician,41700.00,130
Diploma,3,10. Communications technologies/technicians and support services,10.02. Audiovisual communications technologies/technicians,42100.00,170
Diploma,3,10. Communications technologies/technicians and support services,10.03. Graphic communications,37800.00,190
Diploma,3,11. Computer and information sciences and support services,"11.01. Computer and information sciences and support services, general",50900.00,90
Diploma,3,11. Computer and information sciences and support services,11.08. Computer software and media applications,46400.00,140
Diploma,3,11. Computer and information sciences and support services,11.10. Computer/information technology administration and management,59200.00,120
Diploma,3,12. Personal and culinary services,12.05. Culinary arts and related services,33800.00,580
Diploma,3,13. Education,13.10. Special education and teaching,75100.00,20
Diploma,3,13. Education,13.15. Teaching assistants/aides,26400.00,40
Diploma,3,15. Engineering technologies and engineering-related fields,15.02. Civil engineering technology/technician,65400.00,410
Diploma,3,15. Engineering technologies and engineering-related fields,15.03. Electrical and electronic engineering technologies/technicians,70700.00,580
Diploma,3,15. Engineering technologies and engineering-related fields,15.04. Electromechanical and instrumentation and maintenance technologies/technicians,79100.00,600
Diploma,3,15. Engineering technologies and engineering-related fields,15.05. Environmental control technologies/technicians,57900.00,200
Diploma,3,15. Engineering technologies and engineering-related fields,15.06. Industrial production technologies/technicians,86900.00,60
Diploma,3,15. Engineering technologies and engineering-related fields,15.07. Quality control and safety technologies/technicians,79700.00,120
Diploma,3,15. Engineering technologies and engineering-related fields,15.08. Mechanical engineering related technologies/technicians,64900.00,380
Diploma,3,15. Engineering technologies and engineering-related fields,15.09. Mining and petroleum technologies/technicians,74300.00,410
Diploma,3,15. Engineering technologies and engineering-related fields,15.10. Construction engineering technology/technician,75900.00,220
Diploma,3,15. Engineering technologies and engineering-related fields,15.11. Engineering-related technologies,65200.00,150
Diploma,3,15. Engineering technologies and engineering-related fields,15.12. Computer engineering technologies/technicians,56000.00,540
Diploma,3,15. Engineering technologies and engineering-related fields,15.13. Drafting/design engineering technologies/technicians,56600.00,440
Diploma,3,15. Engineering technologies and engineering-related fields,"15.99. Engineering technologies and engineering-related fields, other",69000.00,270
Diploma,3,19. Family and consumer sciences/human sciences,"19.07. Human development, family studies and related services",37200.00,630
Diploma,3,22. Legal professions and studies,22.03. Legal support services,44100.00,580
Diploma,3,23. English language and literature/letters,23.13. English rhetoric and composition/writing studies,36200.00,50
Diploma,3,"24. Liberal arts and sciences, general studies and humanities","24.01. Liberal arts and sciences, general studies and humanities",28600.00,120
Diploma,3,25. Library science,25.03. Library and archives assisting,35500.00,90
Diploma,3,25. Library science,"25.99. Library science, other",42100.00,90
Diploma,3,"31. Parks, recreation, leisure and fitness studies","31.01. Parks, recreation and leisure studies",28600.00,30
Diploma,3,"31. Parks, recreation, leisure and fitness studies",31.05. Health and physical education/fitness,38400.00,260
Diploma,3,41. Science technologies/technicians,41.01. Biology technician/biotechnology laboratory technician,40900.00,50
Diploma,3,41. Science technologies/technicians,41.03. Physical science technologies/technicians,52900.00,220
Diploma,3,43. Security and protective services,43.01. Criminal justice and corrections,48200.00,940
Diploma,3,43. Security and protective services,43.02. Fire protection,83500.00,40
Diploma,3,47. Mechanic and repair technologies/technicians,47.03. Heavy/industrial equipment maintenance technologies,96400.00,100
Diploma,3,47. Mechanic and repair technologies/technicians,47.05. Stationary energy sources installer and operatorCAN,162500.00,290
Diploma,3,47. Mechanic and repair technologies/technicians,47.06. Vehicle maintenance and repair technologies,52300.00,400
Diploma,3,48. Precision production,48.05. Precision metal working,78700.00,60
Diploma,3,48. Precision production,48.08. Boilermaking/boilermaker,117500.00,180
Diploma,3,49. Transportation and materials moving,49.01. Air transportation,43300.00,60
Diploma,3,50. Visual and performing arts,50.04. Design and applied arts,38700.00,530
Diploma,3,50. Visual and performing arts,50.05. Drama/theatre arts and stagecraft,30600.00,140
Diploma,3,50. Visual and performing arts,50.06. Film/video and photographic arts,36200.00,80
Diploma,3,50. Visual and performing arts,50.07. Fine arts and art studies,29500.00,50
Diploma,3,50. Visual and performing arts,50.09. Music,26700.00,90
Diploma,3,51. Health professions and related programs,51.02. Communication disorders sciences and services,56400.00,180
Diploma,3,51. Health professions and related programs,51.06. Dental support services and allied professions,49800.00,170
Diploma,3,51. Health professions and related programs,51.07. Health and medical administrative services,60100.00,50
Diploma,3,51. Health professions and related programs,51.08. Allied health and medical assisting services,40600.00,900
Diploma,3,51. Health professions and related programs,"51.09. Allied health diagnostic, intervention and treatment professions",81300.00,1100
Diploma,3,51. Health professions and related programs,51.10. Clinical/medical laboratory science/research and allied professions,73400.00,370
Diploma,3,51. Health professions and related programs,51.15. Mental and social health services and allied professions,33600.00,140
Diploma,3,51. Health professions and related programs,51.18. Ophthalmic and optometric support services and allied professions,43900.00,420
Diploma,3,51. Health professions and related programs,51.23. Rehabilitation and therapeutic professions,44700.00,40
Diploma,3,51. Health professions and related programs,51.33. Alternative and complementary medicine and medical systems,35600.00,70
Diploma,3,51. Health professions and related programs,51.35. Somatic bodywork and related therapeutic services,23700.00,90
Diploma,3,51. Health professions and related programs,"51.38. Registered nursing, nursing administration, nursing research and clinical nursing",77500.00,300
Diploma,3,51. Health professions and related programs,"51.39. Practical nursing, vocational nursing and nursing assistants",44700.00,2500
Diploma,3,"52. Business, management, marketing and related support services","52.02. Business administration, management and operations",45300.00,1150
Diploma,3,"52. Business, management, marketing and related support services",52.03. Accounting and related services,41400.00,1790
Diploma,3,"52. Business, management, marketing and related support services",52.04. Business operations support and assistant services,45000.00,270
